run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
1,H,0,"//H
3
j:",0.0,"//H
3
j:
n:0.7372398572042584, -0.9971682364121079, -0.35752537893131375, -0.04816663917154074, -0.8066475074738264, -0.8255784809589386, d=S
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:
c:0.0727417110465467, 0.4953052792698145, 0.5297671463340521, -0.33205233654007316, 0.2931962008588016, 0.5383609845302999, 0.388
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.186
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:
j:-0.02905641868710518, -0.08785232715308666, -0.4632349722087383, 0.7169259595684707, -0.7534983069635928, -0.2353829643689096, l=0.938
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:
n:-0.4103202619589865, 0.6894526886753738, 0.3997688442468643, 0.29994779638946056, 0.4417406269349158, 0.54609903274104, d=T:r=0.927
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.962
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:0.127
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:l=0.903
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:
c:0.64570272853598, 0.011116206180304289, -0.670562825165689, -0.19143110001459718, 0.12330765323713422, -0.49388076877221465, 1.544
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:
n:0.8515733466483653, -0.697145261336118, 0.28011011658236384, -0.17880549561232328, -0.9242130843922496, 0.757985832169652, d=Gpart:ry=0.481
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.594
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:x2=0.003
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.216
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.937
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:
n:-0.4672253169119358, 0.899566110689193, 0.4449118901975453, 0.4163789292797446, 0.055292129050940275, -0.48353119334205985, d=S
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:y1=0.123
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:y1=0.004
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:x1=-0.039
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:0.307
",0.0,feasible,20
1,H,0,"//H
3
j:",0.0,"//H
3
j:y1=0.25
",0.0,feasible,20
1,H,1,"//H
3
j:fr=0.136, l=1.07
j:-0.520644296426326, -0.35183604760095477, -0.8751493501476943, -0.7524973563849926, 0.9001141171902418, 0.9904278959147632, fr=0.22, rotstif=0.887, l=1.509
j:-0.5574886864051223, 0.5733774192631245, -0.656, -0.7834834503009915, 0.2650653747841716, -0.8037706748582423, l=1.008
j:-0.2587019461207092, 0.964, -0.28605825174599886, 0.36908076610416174, 0.8881439547985792, 0.13414743123576045, fr=0.345, l=1.29
j:0.46319918474182487, -0.6534217125736177, -0.5549491411074996, 0.9243757775984704, 0.44949192833155394, -0.6916398699395359, fr=0.44, l=1.456
j:0.5973490793257952, -0.673, -0.7971692895516753, -0.15610296931117773, 0.8541662283241749, -0.9454731205478311, fr=0.099, rotstif=0.96, l=1.569
j:0.15562256053090096, -0.6119765285402536, 0.5836567473597825, -0.5016615823842585, -0.04011794691905379, -0.27790682716295123, fr=0.255, l=1.1
j:-0.6372285806573927, 0.3295226520858705, -0.17012944351881742, -0.4628639998845756, 0.7555400091223419, 0.49304703483358026, fr=0.569, l=1.064
j:-0.7622689306735992, -0.3222520682029426, 0.166125379037112, 0.028617336880415678, 0.5931187914684415, 0.48941497784107924, l=0.963
j:-0.5547897364012897, 0.8439899594523013, 0.5904690949246287, 0.9294230598025024, 0.3896968620829284, 0.24368726694956422, l=1.065
n:0.6550843897275627, -0.15622379211708903, 0.9664643295109272, -0.27281716745346785, 0.7958357888273895, -0.7161109368316829, d=@:p=0.628
n:0.6946832337416708, -0.8892141948454082, 0.5985074434429407, 0.17954043950885534, -0.4363675038330257, 0.9941649115644395, d=""|:p=0.262, r=0.663""
n:-0.9741228218190372, 0.25816877093166113, -0.7292527295649052, -0.05255694314837456, -0.5296175256371498, 0.2003428265452385, d=@:p=0.968
n:-0.024177079554647207, -0.8062126291915774, -0.0023820484057068825, -0.1017265422269702, -0.4534819326363504, 0.5772151667624712, d=@:p=0.985
n:-0.4036179748363793, 0.9964552689343691, 0.5025863265618682, -0.6975110359489918, -0.3321813317015767, 0.6297562411054969, d=|:r=0.912
n:0.8438543356023729, 0.26787717500701547, -0.7144725136458874, -0.6549469218589365, 0.12388136144727468, -0.38448234274983406, d=@:p=0.959
n:0.8097305190749466, -0.07074616709724069, -0.1882579643279314, 0.681778586935252, -0.8027495015412569, 0.8497664532624185, d=|:p=0.223
",0.0001235740120377431,"//H
3
j:fr=0.136, l=1.07
j:-0.520644296426326, -0.35183604760095477, -0.8751493501476943, -0.7524973563849926, 0.9001141171902418, 0.9904278959147632, fr=0.22, rotstif=0.887, l=1.509
j:-0.5574886864051223, 0.5733774192631245, -0.682, -0.7834834503009915, 0.2650653747841716, -0.8037706748582423, l=1.008
j:-0.2587019461207092, 0.964, -0.28605825174599886, 0.36908076610416174, 0.8881439547985792, 0.13414743123576045, fr=0.345, l=1.29
j:0.46319918474182487, -0.6534217125736177, -0.5549491411074996, 0.9243757775984704, 0.44949192833155394, -0.6916398699395359, fr=0.44, l=1.456
j:0.5973490793257952, -0.673, -0.7971692895516753, -0.15610296931117773, 0.8541662283241749, -0.9454731205478311, fr=0.099, rotstif=0.96, l=1.569
j:0.15562256053090096, -0.6119765285402536, 0.5836567473597825, -0.5016615823842585, -0.04011794691905379, -0.27790682716295123, fr=0.255, l=1.1
j:-0.6372285806573927, 0.3295226520858705, -0.17012944351881742, -0.4628639998845756, 0.7555400091223419, 0.49304703483358026, fr=0.569, l=1.064
j:-0.7622689306735992, -0.3222520682029426, 0.166125379037112, 0.028617336880415678, 0.5931187914684415, 0.48941497784107924, l=0.963
j:-0.5547897364012897, 0.8439899594523013, 0.5904690949246287, 0.9294230598025024, 0.3896968620829284, 0.24368726694956422, l=1.065
n:0.6550843897275627, -0.15622379211708903, 0.9664643295109272, -0.27281716745346785, 0.7958357888273895, -0.7161109368316829, d=@:p=0.628
n:0.6946832337416708, -0.8892141948454082, 0.5985074434429407, 0.17954043950885534, -0.4363675038330257, 0.9941649115644395, d=""|:p=0.262, r=0.663""
n:-0.9741228218190372, 0.25816877093166113, -0.7292527295649052, -0.05255694314837456, -0.5296175256371498, 0.2003428265452385, d=@:p=0.968
n:-0.024177079554647207, -0.8062126291915774, -0.0023820484057068825, -0.1017265422269702, -0.4534819326363504, 0.5772151667624712, d=@:p=0.985
n:-0.4036179748363793, 0.9964552689343691, 0.5025863265618682, -0.6975110359489918, -0.3321813317015767, 0.6297562411054969, d=|:r=0.912
n:0.8438543356023729, 0.26787717500701547, -0.7144725136458874, -0.6549469218589365, 0.12388136144727468, -0.38448234274983406, d=@:p=0.959
n:0.8097305190749466, -0.07074616709724069, -0.1882579643279314, 0.681778586935252, -0.8027495015412569, 0.8497664532624185, d=|:p=0.223
",0.0001235740120377431,feasible,20
