run,genetic_format,sample_index,parent_genotype,parent_fitness,genotype,fitness,status,mutation_attempts
6,H,0,"//H
3
j:",0.0,"//H
3
j:
c:0.19716909481212497, 0.4312905347906053, -0.4534126394428313, -0.28286029072478414, -0.8708741692826152, -0.6964014261029661, 1.106
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.985
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:y1=-0.223
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.585
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.991
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.906
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:x1=0.013
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:y2=0.105
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:y0=-0.059
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:
n:-0.06500717252492905, 0.01142297824844718, 0.22870491445064545, -0.08343798946589231, -0.36057654907926917, -0.5171260228380561, d=*
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:
n:-0.12445958377793431, 0.2017021789215505, 0.41644430439919233, 0.5581375295296311, 0.6650179121643305, 0.7810816271230578, d=N:in=0.793
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:y0=0.131
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:-0.285
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:l=0.946
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:x2=-0.442
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:l=0.925
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:rotstif=0.956
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:y2=0.048
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:
j:0.0209843497723341, 0.016296787653118372, 0.07269286457449198, -0.800432491581887, -0.781125093344599, -0.8546165055595338, rotstif=0.982
",0.0,feasible,20
6,H,0,"//H
3
j:",0.0,"//H
3
j:fr=0.454
",0.0,feasible,20
6,H,1,"//H
3
j:-0.003, fr=0.364, l=0.685
j:-0.959382307715714, -0.6746219447813928, 0.06029809219762683, -0.2253115396015346, 0.6359601612202823, -0.41475735511630774, fr=0.095, rotstif=0.943
j:0.6746837254613638, 0.4139207541011274, -0.812592457048595, 0.6040235157124698, -0.6467327205464244, -0.28380858479067683, rotstif=0.803, l=1.498
j:-0.092, -0.33543037343770266, -0.010161157697439194, -0.043765225913375616, -0.8546690563671291, -0.8560251658782363, l=0.836
j:-0.32984970789402723, 0.9572424716316164, 0.9659874574281275, -0.7776732449419796, 0.9470229796133935, 0.9356406894512475, rotstif=0.986, l=1.169
j:0.9132861122488976, 0.07350752502679825, 0.8666827720589936, -0.5908210962079465, -0.6043943148106337, -0.0014984216541051865, fr=0.363
n:0.5677278824150562, 0.9498962764628232, 0.3172546192072332, 0.9516663099639118, 0.9824015665799379, -0.7226203796453774, d=|:r=0.992
n:-0.005777271930128336, 0.6936830864287913, 0.7740514236502349, 0.6385774468071759, 0.9839400080963969, 0.4314842587336898, d=@:p=0.912
",0.00013877154159332907,"//H
3
j:-0.003, fr=0.364, l=0.685
j:-0.959382307715714, -0.6746219447813928, 0.06029809219762683, -0.2253115396015346, 0.6359601612202823, -0.41475735511630774, fr=0.095, rotstif=0.943
j:0.6746837254613638, 0.4139207541011274, -0.812592457048595, 0.6040235157124698, -0.6467327205464244, -0.28380858479067683, rotstif=0.803, l=1.498
j:-0.092, -0.33543037343770266, -0.010161157697439194, -0.043765225913375616, -0.8546690563671291, -0.8560251658782363, l=0.836
j:-0.32984970789402723, 0.9572424716316164, 0.9659874574281275, -0.7776732449419796, 0.9470229796133935, 0.9356406894512475, rotstif=0.986, l=1.215
j:0.9132861122488976, 0.07350752502679825, 0.8666827720589936, -0.5908210962079465, -0.6043943148106337, -0.0014984216541051865, fr=0.363
n:0.5677278824150562, 0.9498962764628232, 0.3172546192072332, 0.9516663099639118, 0.9824015665799379, -0.7226203796453774, d=|:r=0.992
n:-0.005777271930128336, 0.6936830864287913, 0.7740514236502349, 0.6385774468071759, 0.9839400080963969, 0.4314842587336898, d=@:p=0.912
",0.00013739614947912355,feasible,21
